"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"15:42:22,8768584","sample_1_r3.exe","2884","RegQueryValue","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US\AlternateCodePage","NAME NOT FOUND","Length: 12"
"15:42:22,8768954","sample_1_r3.exe","2884","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\en-US","SUCCESS",""
"15:42:22,8769462","sample_1_r3.exe","2884","RegEnumKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","NO MORE ENTRIES","Index: 1, Length: 512"
"15:42:22,8769987","sample_1_r3.exe","2884","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages","SUCCESS",""
"15:42:22,8770233","sample_1_r3.exe","2884","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete","REPARSE","Desired Access: Read"
"15:42:22,8770613","sample_1_r3.exe","2884","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\UILanguages\PendingDelete","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8771045","sample_1_r3.exe","2884","RegOpenKey","HKLM\Software\Wow6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"15:42:22,8771170","sample_1_r3.exe","2884","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8771364","sample_1_r3.exe","2884","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:42:22,8771586","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"15:42:22,8771687","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: Name"
"15:42:22,8771814","sample_1_r3.exe","2884","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached\MachineLanguageConfiguration","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8771960","sample_1_r3.exe","2884","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","REPARSE","Desired Access: Read"
"15:42:22,8772085","sample_1_r3.exe","2884","RegOpenKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","SUCCESS","Desired Access: Read"
"15:42:22,8772221","sample_1_r3.exe","2884","RegSetInfoKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"15:42:22,8772315","sample_1_r3.exe","2884","RegEnumValue","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","NO MORE ENTRIES","Index: 0, Length: 512"
"15:42:22,8772441","sample_1_r3.exe","2884","RegCloseKey","HKLM\System\CurrentControlSet\Control\MUI\Settings\LanguageConfiguration","SUCCESS",""
"15:42:22,8772531","sample_1_r3.exe","2884","RegCloseKey","HKCU","SUCCESS",""
"15:42:22,8772632","sample_1_r3.exe","2884","RegOpenKey","HKLM\Software\Wow6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"15:42:22,8772736","sample_1_r3.exe","2884","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8772894","sample_1_r3.exe","2884","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:42:22,8773092","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"15:42:22,8773196","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: Name"
"15:42:22,8773478","sample_1_r3.exe","2884","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8773773","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"15:42:22,8774025","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: Name"
"15:42:22,8774278","sample_1_r3.exe","2884","RegOpenKey","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS","Desired Access: Read"
"15:42:22,8774706","sample_1_r3.exe","2884","RegSetInfoKey","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"15:42:22,8775387","sample_1_r3.exe","2884","RegEnumValue","HKCU\Control Panel\Desktop\LanguageConfiguration","NO MORE ENTRIES","Index: 0, Length: 512"
"15:42:22,8775803","sample_1_r3.exe","2884","RegCloseKey","HKCU\Control Panel\Desktop\LanguageConfiguration","SUCCESS",""
"15:42:22,8775947","sample_1_r3.exe","2884","RegCloseKey","HKCU","SUCCESS",""
"15:42:22,8776422","sample_1_r3.exe","2884","RegOpenKey","HKLM\Software\Wow6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"15:42:22,8776615","sample_1_r3.exe","2884","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8776956","sample_1_r3.exe","2884","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:42:22,8777074","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"15:42:22,8777151","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: Name"
"15:42:22,8777276","sample_1_r3.exe","2884","RegOpenKey","HKCU\Software\Policies\Microsoft\Control Panel\Desktop","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8777399","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"15:42:22,8777542","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: Name"
"15:42:22,8777648","sample_1_r3.exe","2884","RegOpenKey","HKCU\Control Panel\Desktop","SUCCESS","Desired Access: Read"
"15:42:22,8777743","sample_1_r3.exe","2884","RegSetInfoKey","HKCU\Control Panel\Desktop","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"15:42:22,8777871","sample_1_r3.exe","2884","RegQueryValue","HKCU\Control Panel\Desktop\PreferredUILanguages","NAME NOT FOUND","Length: 12"
"15:42:22,8778038","sample_1_r3.exe","2884","RegCloseKey","HKCU\Control Panel\Desktop","SUCCESS",""
"15:42:22,8778128","sample_1_r3.exe","2884","RegCloseKey","HKCU","SUCCESS",""
"15:42:22,8778233","sample_1_r3.exe","2884","RegOpenKey","HKLM\Software\Wow6432Node\Policies\Microsoft\MUI\Settings","REPARSE","Desired Access: Read"
"15:42:22,8778335","sample_1_r3.exe","2884","RegOpenKey","HKLM\SOFTWARE\Policies\Microsoft\MUI\Settings","NAME NOT FOUND","Desired Access: Read"
"15:42:22,8778471","sample_1_r3.exe","2884","RegOpenKey","HKCU","SUCCESS","Desired Access: Maximum Allowed, Granted Access: All Access"
"15:42:22,8778597","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"15:42:22,8778678","sample_1_r3.exe","2884","RegQueryKey","HKCU","SUCCESS","Query: Name"
"15:42:22,8778771","sample_1_r3.exe","2884","RegOpenKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","Desired Access: Read"
"15:42:22,8778868","sample_1_r3.exe","2884","RegSetInfoKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"15:42:22,8778945","sample_1_r3.exe","2884","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","BUFFER OVERFLOW","Length: 12"
"15:42:22,8779043","sample_1_r3.exe","2884","RegQueryValue","HKCU\Control Panel\Desktop\MuiCached\MachinePreferredUILanguages","SUCCESS","Type: REG_MULTI_SZ, Length: 12, Data: en-US"
"15:42:22,8779166","sample_1_r3.exe","2884","RegCloseKey","HKCU\Control Panel\Desktop\MuiCached","SUCCESS",""
"15:42:22,8779252","sample_1_r3.exe","2884","RegCloseKey","HKCU","SUCCESS",""
"15:42:22,8780903","sample_1_r3.exe","2884","CreateFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8781756","sample_1_r3.exe","2884","CloseFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS",""
"15:42:22,8792463","sample_1_r3.exe","2884","CreateFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8793711","sample_1_r3.exe","2884","QueryBasicInformationFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","CreationTime: 10/12/2020 15:26:09, LastAccessTime: 10/12/2020 15:26:09, LastWriteTime: 07/07/2018 17:46:41, ChangeTime: 10/12/2020 15:37:15, FileAttributes: A"
"15:42:22,8793843","sample_1_r3.exe","2884","CloseFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS",""
"15:42:22,8794767","sample_1_r3.exe","2884","CreateFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8795467","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\AppPatch\AcGenral.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:22,8796716","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:22,8798149","sample_1_r3.exe","2884","Load Image","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Image Base: 0x73bc0000, Image Size: 0x21a000"
"15:42:22,8798352","sample_1_r3.exe","2884","CloseFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS",""
"15:42:22,8798643","sample_1_r3.exe","2884","ReadFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Offset: 536.064, Length: 16.384, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"15:42:22,8807353","sample_1_r3.exe","2884","ReadFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Offset: 467.968, Length: 32.768, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"15:42:22,8814060","sample_1_r3.exe","2884","ReadFile","C:\Windows\AppPatch\AcGenral.dll","SUCCESS","Offset: 1.024, Length: 4.096, I/O Flags: Non-cached, Paging I/O, Synchronous Paging I/O, Priority: Normal"
"15:42:22,8824769","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\shlwapi.dll","SUCCESS","Image Base: 0x76ed0000, Image Size: 0x57000"
"15:42:22,8826919","sample_1_r3.exe","2884","CreateFile","C:\Users\pandalabs\Downloads\sam_1_r3\UxTheme.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:42:22,8828637","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8829374","sample_1_r3.exe","2884","QueryBasicInformationFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","CreationTime: 14/07/2009 1:39:11, LastAccessTime: 14/07/2009 1:39:11, LastWriteTime: 14/07/2009 3:11:24, ChangeTime: 10/12/2020 1:42:16, FileAttributes: A"
"15:42:22,8829495","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"15:42:22,8830699","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8831432","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:22,8831903","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:22,8842227","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS","Image Base: 0x74880000, Image Size: 0x80000"
"15:42:22,8842516","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\uxtheme.dll","SUCCESS",""
"15:42:22,8844919","sample_1_r3.exe","2884","CreateFile","C:\Users\pandalabs\Downloads\sam_1_r3\WINMM.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:42:22,8846596","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8847282","sample_1_r3.exe","2884","QueryBasicInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","CreationTime: 21/11/2010 5:24:16, LastAccessTime: 21/11/2010 5:24:16, LastWriteTime: 21/11/2010 5:24:16, ChangeTime: 10/12/2020 1:42:17, FileAttributes: A"
"15:42:22,8847393","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS",""
"15:42:22,8852690","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8856481","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:22,8857436","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\winmm.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:22,8859130","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Image Base: 0x73b80000, Image Size: 0x32000"
"15:42:22,8859377","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS",""
"15:42:22,8861866","sample_1_r3.exe","2884","CreateFile","C:\Users\pandalabs\Downloads\sam_1_r3\samcli.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:42:22,8863713","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8864488","sample_1_r3.exe","2884","QueryBasicInformationFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS","CreationTime: 21/11/2010 5:23:54, LastAccessTime: 21/11/2010 5:23:54, LastWriteTime: 21/11/2010 5:23:54, ChangeTime: 10/12/2020 1:42:12, FileAttributes: A"
"15:42:22,8864630","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS",""
"15:42:22,8866579","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8867483","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\samcli.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:22,8868275","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\samcli.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:22,8869536","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\samcli.dll","SUCCESS","Image Base: 0x73e60000, Image Size: 0xf000"
"15:42:22,8869728","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\samcli.dll","SUCCESS",""
"15:42:22,8871510","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Image Base: 0x76a20000, Image Size: 0x15f000"
"15:42:22,8874306","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Image Base: 0x75930000, Image Size: 0x92000"
"15:42:22,8876577","sample_1_r3.exe","2884","CreateFile","C:\Users\pandalabs\Downloads\sam_1_r3\MSACM32.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:42:22,8878436","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\msacm32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8879462","sample_1_r3.exe","2884","QueryBasicInformationFile","C:\Windows\SysWOW64\msacm32.dll","SUCCESS","CreationTime: 14/07/2009 2:03:29, LastAccessTime: 14/07/2009 2:03:29, LastWriteTime: 14/07/2009 3:15:42, ChangeTime: 10/12/2020 1:41:56, FileAttributes: A"
"15:42:22,8879571","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\msacm32.dll","SUCCESS",""
"15:42:22,8882197","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\msacm32.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8883348","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\msacm32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:22,8883780","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\msacm32.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:22,8884833","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\msacm32.dll","SUCCESS","Image Base: 0x73e40000, Image Size: 0x14000"
"15:42:22,8885069","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\msacm32.dll","SUCCESS",""
"15:42:22,8887160","sample_1_r3.exe","2884","CreateFile","C:\Users\pandalabs\Downloads\sam_1_r3\VERSION.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"15:42:22,8888683","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\version.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8889683","sample_1_r3.exe","2884","QueryBasicInformationFile","C:\Windows\SysWOW64\version.dll","SUCCESS","CreationTime: 14/07/2009 1:41:45, LastAccessTime: 14/07/2009 1:41:45, LastWriteTime: 14/07/2009 3:16:17, ChangeTime: 10/12/2020 1:42:16, FileAttributes: A"
"15:42:22,8889807","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\version.dll","SUCCESS",""
"15:42:22,8891053","sample_1_r3.exe","2884","CreateFile","C:\Windows\SysWOW64\version.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"15:42:22,8891987","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\version.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: "
"15:42:22,8892406","sample_1_r3.exe","2884","CreateFileMapping","C:\Windows\SysWOW64\version.dll","SUCCESS","SyncType: SyncTypeOther"
"15:42:22,8893449","sample_1_r3.exe","2884","Load Image","C:\Windows\SysWOW64\version.dll","SUCCESS","Image Base: 0x74a10000, Image Size: 0x9000"
"15:42:22,8893642","sample_1_r3.exe","2884","CloseFile","C:\Windows\SysWOW64\version.dll","SUCCESS",""
